date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:47	5640/5640	---MCZ	200	added ('OK')	application/javascript	etag:%222b859ea653b98403d3444cf5b0d7743a-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/tilt/tilt.jquery.min5697.js?ver=5.5.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/tilt/tilt.jquery.min56975697.js	(from https://www.capitalreturnsinc.com/)
16:06:48	14105/14105	---MCZ	200	added ('OK')	application/javascript	etag:%22d5f10970815998e8947bdfc9bae7167d-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/contact-form-7/includes/js/scriptsbb49.js?ver=5.2.2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/contact-form-7/includes/js/scriptsbb49bb49.js	(from https://www.capitalreturnsinc.com/)
16:06:49	592885/592885	---MCZ	200	added ('OK')	application/javascript	etag:%225a5764427cc1268993f2ec4ddc66e7c5-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/premium-cryptocurrency-widgets/assets/js/dist/app18bb.js?ver=2.13.1	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/premium-cryptocurrency-widgets/assets/js/dist/app18bb18bb.js	(from https://www.capitalreturnsinc.com/)
16:06:50	9566/9566	---MCZ	200	added ('OK')	application/javascript	etag:%22f42b36e6b964597e095ec5057da6362c-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js?ver=2.70	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd44fd.js	(from https://www.capitalreturnsinc.com/)
16:06:51	3037/3037	---M-Z	200	added ('OK')	application/javascript	etag:%22236decd2ec6026326693a34772d3726c-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min89df.js?ver=4.6.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min89df89df.js	(from https://www.capitalreturnsinc.com/)
16:06:52	1846/1846	---M-Z	200	added ('OK')	application/javascript	etag:%22627b6b6c57a1f57f7a719ffdcc07c0a5-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js?ver=2.1.4	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b256b25.js	(from https://www.capitalreturnsinc.com/)
16:06:52	2047/2047	---M-Z	200	added ('OK')	application/javascript	etag:%222968bbd22be08db1e99ac60a12f3ad50-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min89df.js?ver=4.6.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min89df89df.js	(from https://www.capitalreturnsinc.com/)
16:06:53	2939/2939	---M-Z	200	added ('OK')	application/javascript	etag:%22a07909066bf94c1acf3e34b462646781-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min89df.js?ver=4.6.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min89df89df.js	(from https://www.capitalreturnsinc.com/)
16:06:54	4627/4627	---MCZ	200	added ('OK')	application/javascript	etag:%22279f55444425a1332c8122cd4e321e6b-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/woo/woo-scripts.min4511.js?ver=1.8.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/woo/woo-scripts.min45114511.js	(from https://www.capitalreturnsinc.com/)
16:06:55	20207/20207	---MCZ	200	added ('OK')	application/javascript	etag:%2223bbe4c9cb2447d90b3d9b577ec29278-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/lib/magnific-popup/js/magnific-popup.minf488.js?ver=1.1.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/lib/magnific-popup/js/magnific-popup.minf488f488.js	(from https://www.capitalreturnsinc.com/)
16:06:56	1243/1243	---M-Z	200	added ('OK')	application/javascript	etag:%221235ae33ee65028a0371b1be2729a412-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/lightbox.min4511.js?ver=1.8.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/lightbox.min45114511.js	(from https://www.capitalreturnsinc.com/)
16:06:58	123398/123398	---MCZ	200	added ('OK')	application/javascript	etag:%22c071e68b990d365e433b35eac2572ac8-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/main.min4511.js?ver=1.8.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/main.min45114511.js	(from https://www.capitalreturnsinc.com/)
16:06:59	3205/3205	---M-Z	200	added ('OK')	application/javascript	etag:%22bd341c84ad5d81f75b7fb790cb14db42-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/woo/woo-quick-view.min4511.js?ver=1.8.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/woo/woo-quick-view.min45114511.js	(from https://www.capitalreturnsinc.com/)
16:07:00	16154/16154	---MCZ	200	added ('OK')	application/javascript	etag:%222df0890841a86ad72f003e7aa85ed7b8-ssl-df%22	https://www.capitalreturnsinc.com/wp-includes/js/underscore.min4511.js?ver=1.8.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/js/underscore.min45114511.js	(from https://www.capitalreturnsinc.com/)
16:07:00	1079/1079	---M-Z	200	added ('OK')	application/javascript	etag:%2276c1cc3047b0c03d85b385510edb6205-ssl-df%22	https://www.capitalreturnsinc.com/wp-includes/js/wp-util.min5697.js?ver=5.5.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/js/wp-util.min56975697.js	(from https://www.capitalreturnsinc.com/)
16:07:01	13590/13590	---MCZ	200	added ('OK')	application/javascript	etag:%22472cafe5c4e668613620935232c998ea-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min89df.js?ver=4.6.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min89df89df.js	(from https://www.capitalreturnsinc.com/)
16:07:02	22860/22860	---MCZ	200	added ('OK')	application/javascript	etag:%22bf20ff9ec5e089fa3bca6e57c9b67008-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.mineed8.js?ver=2.7.2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/woocommerce/assets/js/flexslider/jquery.flexslider.mineed8eed8.js	(from https://www.capitalreturnsinc.com/)
16:07:03	788/788	---M--	200	added ('OK')	application/javascript	etag:%22abd506ec77b02ffdb25fdc71a81d1d94-ssl%22	https://www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/woo/woo-mini-cart.min4511.js?ver=1.8.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/themes/oceanwp/assets/js/third/woo/woo-mini-cart.min45114511.js	(from https://www.capitalreturnsinc.com/)
16:07:04	1434/1434	---M-Z	200	added ('OK')	application/javascript	etag:%223b6a4db404bdaf65ddfb3f4e59a42e58-ssl-df%22	https://www.capitalreturnsinc.com/wp-includes/js/wp-embed.min5697.js?ver=5.5.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/js/wp-embed.min56975697.js	(from https://www.capitalreturnsinc.com/)
16:07:05	65221/65221	---MCZ	200	added ('OK')	application/javascript	etag:%220cd16d3258b5f0508468380ac61ee493-ssl-df%22	https://www.capitalreturnsinc.com/cdn.jsdelivr.net/bxslider/4.2.12/jquery.bxslider.js	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/cdn.jsdelivr.net/bxslider/4.2.12/jquery.bxslider.js	(from https://www.capitalreturnsinc.com/)
16:07:06	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:%220abe43233771819aa6e430ae235e9d54-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js?ver=4.0.2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da05da.js	(from https://www.capitalreturnsinc.com/)
16:07:07	257776/257776	---MCZ	200	added ('OK')	application/javascript	etag:%2209c89afda6d76d2422dfd42075aac3c7-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/lottie.mineeb3.js?ver=3.20.9	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/lottie.mineeb3eeb3.js	(from https://www.capitalreturnsinc.com/)
16:07:08	18781/18781	---MCZ	200	added ('OK')	application/javascript	etag:%22d79ea3fa866b6457ca43f026a163fe1c-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-addons.mineeb3.js?ver=3.20.9	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-addons.mineeb3eeb3.js	(from https://www.capitalreturnsinc.com/)
16:07:09	4419/4419	---MCZ	200	added ('OK')	application/javascript	etag:%2213bcb90463775abcdffc6d191115ba37-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.minad81.js?ver=1617292924	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.minad81ad81.js	(from https://www.capitalreturnsinc.com/)
16:07:10	60475/60475	---MCZ	200	added ('OK')	application/javascript	etag:%22e49719f5e5c765ad81a598d2e46c5b9b-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7c53.js?ver=2.9.14	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7c537c53.js	(from https://www.capitalreturnsinc.com/)
16:07:11	6595/6595	---MCZ	200	added ('OK')	application/javascript	etag:%22af32564fb218c61b64cb8346cb995d64-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.mineed8.js?ver=2.7.2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.mineed8eed8.js	(from https://www.capitalreturnsinc.com/)
16:07:11	113547/113547	---MCZ	200	added ('OK')	application/javascript	etag:%22119b6b089b844fddba1d9cd35cc42eb0-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor-pro/assets/js/frontend.mineed8.js?ver=2.7.2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor-pro/assets/js/frontend.mineed8eed8.js	(from https://www.capitalreturnsinc.com/)
16:07:12	30/30	---M--	200	added ('OK')	application/javascript	etag:%222322a67161ae1bfc93f47a8ecd2a43cd-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/gradient-button-for-elementor/assets/js/frontend.min19f6.js?ver=1.0.7	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/gradient-button-for-elementor/assets/js/frontend.min19f619f6.js	(from https://www.capitalreturnsinc.com/)
16:07:13	6482/6482	---MCZ	200	added ('OK')	application/javascript	etag:%226365369aee7affabb8c6f70c29ca99ee-ssl-df%22	https://www.capitalreturnsinc.com/wp-includes/js/jquery/ui/position.mine899.js?ver=1.11.4	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/js/jquery/ui/position.mine899e899.js	(from https://www.capitalreturnsinc.com/)
16:07:14	10695/10695	---MCZ	200	added ('OK')	application/javascript	etag:%227a5301ed6211d7f4ea6fecb32d7b0c8d-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js?ver=4.7.6	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9eae9e.js	(from https://www.capitalreturnsinc.com/)
16:07:15	139226/139226	---MCZ	200	added ('OK')	application/javascript	etag:%22cdde52b53d0da9987126caef342a420d-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js?ver=5.3.6	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f548f5.js	(from https://www.capitalreturnsinc.com/)
16:07:15	2635/2635	---M-Z	200	added ('OK')	application/javascript	etag:%22b4dbe584a332407cc76c5d109faef51e-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min7c53.js?ver=2.9.14	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min7c537c53.js	(from https://www.capitalreturnsinc.com/)
16:07:16	117740/117740	---MCZ	200	added ('OK')	application/javascript	etag:%2201d791c5ec50df33438895043e280521-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/js/frontend.min7c53.js?ver=2.9.14	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/js/frontend.min7c537c53.js	(from https://www.capitalreturnsinc.com/)
16:07:17	705/705	---M--	200	added ('OK')	application/javascript	etag:%22b185b05cbb6c2890060e75f5e799666e-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minf343.js?ver=1.6.2.3	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minf343f343.js	(from https://www.capitalreturnsinc.com/)
16:07:19	114220/114220	---MCZ	200	added ('OK')	application/javascript	etag:%225100ed88c1cea3d8902b286057d4209a-ssl-df%22	https://www.capitalreturnsinc.com/cdnjs.cloudflare.com/ajax/libs/gsap/1.20.2/TweenMax.min.js	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/cdnjs.cloudflare.com/ajax/libs/gsap/1.20.2/TweenMax.min.js	(from https://www.capitalreturnsinc.com/)
16:07:20	68323/68323	---MCZ	200	added ('OK')	application/javascript	etag:%221ba37b475b1b228a3c1b8b224ba62696-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/js/frontend.min5bf8.js?ver=2.2.5	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/js/frontend.min5bf85bf8.js	(from https://www.capitalreturnsinc.com/)
16:07:21	2696/2696	---MCZ	200	added ('OK')	application/javascript	etag:%223fa021a166e044021138474baa2eb5b0-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/lib/parallax-gallery/parallax-gallery.min8a54.js?ver=1.0.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/lib/parallax-gallery/parallax-gallery.min8a548a54.js	(from https://www.capitalreturnsinc.com/)
16:07:22	7405/7405	---MCZ	200	added ('OK')	application/javascript	etag:%22fb1e2aa1977a30f4d6cfcd3a4975ef31-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/lib/hotips/hotips.minf488.js?ver=1.1.0	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor-extras/assets/lib/hotips/hotips.minf488f488.js	(from https://www.capitalreturnsinc.com/)
16:07:23	31642/31642	---M--	200	added ('OK')	image/png	etag:%224be7010852f093fea26cb57e983b7a04-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/24.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/gtranslate/24.png	(from https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/gtranslate-style245697.css?ver=5.5.3)
16:07:24	31630/31630	---M--	200	added ('OK')	image/png	etag:%22e392c645688926d05c4cdebb6ae9db7b-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/24a.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/gtranslate/24a.png	(from https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/gtranslate-style245697.css?ver=5.5.3)
16:07:25	10187/10187	---M--	200	added ('OK')	image/png	etag:%22475f355624b5494aac79a50530dda68f-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/alt_flags.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/gtranslate/alt_flags.png	(from https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/gtranslate-style245697.css?ver=5.5.3)
16:07:26	10230/10230	---M--	200	added ('OK')	image/png	etag:%22fc92822515b1301e420b3300ba95f9a9-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/alt_flagsa.png	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/gtranslate/alt_flagsa.png	(from https://www.capitalreturnsinc.com/wp-content/plugins/gtranslate/gtranslate-style245697.css?ver=5.5.3)
16:07:27	9133/9133	---M--	200	added ('OK')	image/gif	etag:%22a31a1ec82f4f6666235eaa68fcd4bc02-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/user-registration/assets/images/wpspin_light-2x.gif	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/user-registration/assets/images/wpspin_light-2x.gif	(from https://www.capitalreturnsinc.com/wp-content/plugins/user-registration/assets/css/user-registration5f00.css?ver=1.9.4.1)
16:07:28	56564/56564	---MCZ	200	added ('OK')	application/octet-stream	etag:%2204a2b8e7f71e3b7002e0adb83dfeb88d-ssl-df%22	https://www.capitalreturnsinc.com/wp-includes/fonts/dashicons7d4b.eot?99ac726223c749443b642ce33df8b800	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/fonts/dashicons7d4b7d4b.eot	(from https://www.capitalreturnsinc.com/wp-includes/css/dashicons.min5697.css?ver=5.5.3)
16:07:29	56392/56392	---M--	200	added ('OK')	font/ttf	etag:%22740dcd019244256ecaeedb6a7656d1d0-ssl%22	https://www.capitalreturnsinc.com/wp-includes/fonts/dashicons7d4b.ttf?99ac726223c749443b642ce33df8b800	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-includes/fonts/dashicons7d4b7d4b.ttf	(from https://www.capitalreturnsinc.com/wp-includes/css/dashicons.min5697.css?ver=5.5.3)
16:07:31	150/150	---M--	200	added ('OK')	image/svg+xml	etag:%22a5bfb335ffc040f03726dfe1db29d69d-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-left.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-left.svg	(from https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min5697.css?ver=5.5.3)
16:07:32	152/152	---M--	200	added ('OK')	image/svg+xml	etag:%22f26ec589aec75880c3de5f2a26f3e221-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-right.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-right.svg	(from https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min5697.css?ver=5.5.3)
16:07:33	1127/1127	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a40190f8de739854ac3b43f534f08a8f-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/digit-sep-svg.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/digit-sep-svg.svg	(from https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min5697.css?ver=5.5.3)
16:07:34	4835/4835	---MCZ	200	added ('OK')	image/svg+xml	etag:%2273a3639dcb6ff27494085196cf55ecc0-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/digits-svg-alpha.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/digits-svg-alpha.svg	(from https://www.capitalreturnsinc.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min5697.css?ver=5.5.3)
16:07:35	131930/131930	---MCZ	200	added ('OK')	application/octet-stream	etag:%22e3a8516c8aa45ccbe5e8f6abc4aafdf2-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:36	131930/131930	---MCZ	200	added ('OK')	application/octet-stream	etag:%22e3a8516c8aa45ccbe5e8f6abc4aafdf2-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot?	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41dd41d.eot	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:37	75936/75936	---M--	200	added ('OK')	font/woff2	etag:%2293404bddbd128f99b22ef9c85cabf302-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:38	89100/89100	---MCZ	200	added ('OK')	application/font-woff	etag:%22ccfa5ae11858f076537d13c240fcceca-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:39	131624/131624	---M--	200	added ('OK')	font/ttf	etag:%223f4153551785869928fe651a93f60e34-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:40	708706/708706	---MCZ	200	added ('OK')	image/svg+xml	etag:%2284e1f3df1fd767ecf993c0f73a1d5920-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:41	34390/34390	---MCZ	200	added ('OK')	application/octet-stream	etag:%2260adc716866bc750a86bb4e5df27a9f2-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:42	34390/34390	---MCZ	200	added ('OK')	application/octet-stream	etag:%2260adc716866bc750a86bb4e5df27a9f2-ssl-df%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot?	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41dd41d.eot	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
16:07:43	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%229dff6d75798c518d43a55e659bb895be-ssl%22	https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/USER/Documents/.Ex%20life/capitalreturns/www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://www.capitalreturnsinc.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5697.css?ver=5.5.3)
